"Data Source","World Development Indicators",

"Last Updated Date","2018-01-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Liechtenstein","LIE","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3000000","11000000","11000000","14000000","14000000","15000000","20000000","21000000","20000000","27000000","43000000","103000000","143000000","188000000","281000000","333000000","","","",
"Lower middle income","LMC","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","147000000","159000000","171000000","186000000","373000000","774000000","755000000","826000000","1338000000","2811000000","4197000000","5157000000","6163000000","6821000000","7159000000","7121000000","7004000000","7627000000","8417000000","8809000000","8714000000","8733000000","8650000000","10143000000","10762000000","11688000000","12883000000","14328000000","17732000000","22007000000","23495000000","24702000000","26980000000","30153000000","32577000000","38498000000","43073000000","49378000000","58253000000","63101000000","72484000000","84022000000","93956000000","107325000000","","","",
"Low & middle income","LMY","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","41000000","44000000","45000000","63000000","97000000","100000000","122000000","173000000","179000000","178000000","166000000","2331000000","2312000000","2688000000","3103000000","3649000000","4141000000","4531000000","4866000000","6214000000","7538000000","9060000000","10770000000","12773000000","13132000000","13869000000","15793000000","17110000000","17870000000","18678000000","20394000000","22059000000","24681000000","24596000000","26712000000","31007000000","31857000000","34410000000","36456000000","41465000000","46130000000","49512000000","52485000000","57882000000","62971000000","71602000000","81996000000","96646000000","118579000000","151693000000","195066000000","240551000000","296827000000","386444000000","461051000000","","","",
"Lesotho","LSO","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","10000000","11000000","18000000","14000000","16000000","26000000","38000000","44000000","47000000","86000000","72000000","980000000","1179000000","1324000000","1333000000","1593000000","1675000000","2041000000","2318000000","2726000000","2789000000","2953000000","3390000000","4422000000","3981000000","4280000000","4533000000","4766000000","4524000000","4580000000","5931000000","6129000000","8388000000","8499000000","9428000000","12708000000","13153000000","14840000000","14875000000","16898000000","16920000000","20185000000","21898000000","24256000000","26670000000","32607000000","39858000000","52222000000","72527000000","100591000000","136141000000","177751000000","222792000000","299837000000","359910000000","","","",
"Lithuania","LTU","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","2000000","4000000","7000000","7000000","9000000","38000000","160000000","200000000","260000000","371000000","632000000","760000000","1005000000","1112000000","","","",
"Luxembourg","LUX","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13000000","15000000","16000000","15000000","18000000","18000000","17000000","19000000","18000000","17000000","22000000","23000000","19000000","13000000","14000000","12000000","15000000","15000000","19000000","15000000","20000000","28000000","37000000","49000000","50000000","51000000","61000000","91000000","117000000","135000000","148000000","151000000","161000000","159000000","184000000","209000000","251000000","291000000","307000000","","",
"Latvia","LVA","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","1000000","2000000","2000000","2000000","4000000","6000000","21000000","72000000","87000000","88000000","88000000","95000000","103000000","99000000","115000000","190000000","402000000","622000000","810000000","","","",
"Macao SAR, China","MAC","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64000000","206000000","194000000","203000000","199000000","206000000","183000000","279000000","298000000","391000000","659000000","692000000","728000000","1481000000","1924000000","","","",
"Monaco","MCO","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3000000","15000000","","","",
"Madagascar","MDG","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Maldives","MDV","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000","1000000","1000000","1000000","1000000","1000000","1000000","3000000","3000000","62000000","264000000","503000000","477000000","652000000","833000000","890000000","981000000","1319000000","1474000000","1933000000","2828000000","3082000000","3143000000","4464000000","5716000000","","","",
"Mexico","MEX","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","161000000","463000000","518000000","579000000","592000000","598000000","1019000000","915000000","964000000","1296000000","1353000000","1424000000","1641000000","3394000000","4418000000","4633000000","4675000000","5126000000","6931000000","7917000000","8221000000","7939000000","8479000000","7452000000","6996000000","7436000000","7258000000","7599000000","8102000000","7904000000","8763000000","9121000000","10401000000","9086000000","10038000000","8052000000","7949000000","8616000000","8829000000","10478000000","11541000000","14000000000","15771000000","","",
"Marshall Islands","MHL","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","41000000","44000000","45000000","63000000","97000000","100000000","122000000","173000000","179000000","178000000","166000000","2282000000","2262000000","2638000000","3052000000","3598000000","4090000000","4479000000","4814000000","6162000000","7486000000","9008000000","10716000000","12719000000","13078000000","13812000000","15731000000","17051000000","17811000000","18619000000","20344000000","22008000000","24642000000","24570000000","26673000000","30970000000","31819000000","34362000000","36389000000","41403000000","46072000000","49447000000","52413000000","57822000000","62929000000","71566000000","81856000000","96567000000","118491000000","151623000000","195014000000","240517000000","296785000000","386445000000","461299000000","","","",
"Macedonia, FYR","MKD","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000","3000000","9000000","85000000","","","",
"Mali","MLI","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malta","MLT","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000","10000000","26000000","35000000","75000000","","","",
"Myanmar","MMR","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Middle East & North Africa (excluding high income)","MNA","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000","1000000","1000000","1000000","1000000","1000000","1000000","3000000","3000000","62000000","264000000","493000000","466000000","640000000","822000000","879000000","971000000","1309000000","1458000000","1858000000","2688000000","2800000000","2665000000","3785000000","4431000000","","","",
"Montenegro","MNE","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","","",
"Mongolia","MNG","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85000000","170000000","","","",
"Northern Mariana Islands","MNP","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Mauritania","MRT","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","25000000","23000000","24000000","24000000","17000000","25000000","24000000","25000000","26000000","27000000","31000000","43000000","32000000","29000000","58000000","73000000","74000000","72000000","56000000","158000000","182000000","191000000","170000000","163000000","178000000","225000000","250000000","320000000","299000000","431000000","478000000","452000000","449000000","470000000","453000000","446000000","468000000","486000000","487000000","553000000","496000000","505000000","500000000","505000000","","","",
"Malawi","MWI","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malaysia","MYS","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000","1000000","1000000","1000000","1000000","1000000","1000000","0","1168000000","1006000000","1057000000","866000000","1281000000","928000000","","","",
"North America","NAC","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","122000000","181000000","206000000","286000000","320000000","345000000","383000000","474000000","629000000","799000000","817000000","844000000","1838000000","2748000000","2864000000","3626000000","4804000000","5355000000","4630000000","5973000000","7109000000","8319000000","7261000000","8511000000","10558000000","13059000000","14068000000","15328000000","15203000000","74620000000","100043000000","65921000000","74471000000","77157000000","79485000000","75930000000","77849000000","76900000000","76844000000","81852000000","85644000000","81120000000","90561000000","91711000000","96633000000","101271000000","111478000000","120763000000","142623000000","164567000000","193153000000","223705000000","251017000000","295545000000","327595000000","","","",
"Namibia","NAM","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"New Caledonia","NCL","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","2000000","2000000","2000000","3000000","3000000","3000000","0","0","4000000","4000000","","","",
"Nigeria","NGA","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Nicaragua","NIC","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","10000000","10000000","8000000","12000000","14000000","16000000","15000000","16000000","14000000","18000000","17000000","18000000","87000000","294000000","322000000","278000000","252000000","282000000","471000000","491000000","571000000","578000000","506000000","463000000","436000000","436000000","447000000","335000000","200000000","293000000","302000000","341000000","453000000","489000000","623000000","634000000","624000000","660000000","770000000","850000000","856000000","1307000000","1723000000","2000000000","","","",
"Netherlands","NLD","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","803000000","872000000","867000000","1211000000","1106000000","1024000000","1085000000","265000000","231000000","17000000","441000000","554000000","704000000","851000000","923000000","721000000","831000000","875000000","1015000000","1158000000","1317000000","1736000000","1925000000","2216000000","2417000000","2830000000","3185000000","3864000000","3890000000","5212000000","7357000000","7945000000","7476000000","9429000000","10738000000","11092000000","12265000000","12410000000","12069000000","11596000000","13512000000","","",
"Norway","NOR","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5000000","26000000","21000000","27000000","29000000","213000000","209000000","227000000","250000000","279000000","299000000","312000000","252000000","281000000","298000000","287000000","282000000","325000000","548000000","611000000","832000000","1024000000","1278000000","1310000000","1204000000","1229000000","1650000000","1905000000","2216000000","2417000000","2712000000","","",
"Nepal","NPL","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7000000","","","",
"Nauru","NRU","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","407000000","524000000","813000000","1070000000","1273000000","1348000000","1359000000","1134000000","1295000000","1327000000","1273000000","1256000000","1257000000","1243000000","1582000000","1605000000","1573000000","1498000000","1528000000","1400000000","1497000000","1449000000","1499000000","1533000000","1613000000","1529000000","1564000000","1603000000","1657000000","2334000000","2631000000","2809000000","2786000000","2909000000","2762000000","2707000000","2657000000","2755000000","3135000000","3375000000","3629000000","3471000000","3358000000","3291000000","3617000000","4276000000","4543000000","5049000000","5826000000","6938000000","8117000000","8697000000","8906000000","9085000000","10122000000","10872000000","","",
"OECD members","OED","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","3040000000","3428000000","3797000000","4362000000","4653000000","4998000000","6127000000","6387000000","7203000000","7830000000","10627000000","10985000000","11873000000","13787000000","12913000000","14392000000","15689000000","16624000000","16735000000","19010000000","22125000000","23819000000","31062000000","33980000000","37977000000","41978000000","47180000000","50247000000","52672000000","114107000000","140705000000","110053000000","121824000000","127377000000","132596000000","134986000000","137584000000","143949000000","150695000000","161260000000","177541000000","181675000000","207227000000","226937000000","260207000000","292792000000","327085000000","375177000000","427155000000","482738000000","573055000000","675720000000","777072000000","889787000000","981632000000","","","",
"Oman","OMN","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Other small states","OSS","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","0","0","0","0","0","0","0","0","0","2000000","13000000","38000000","45000000","50000000","32000000","35000000","44000000","40000000","45000000","75000000","77000000","171000000","220000000","225000000","223000000","250000000","298000000","322000000","332000000","328000000","461000000","473000000","429000000","434000000","432000000","483000000","583000000","640000000","994000000","1454000000","1774000000","1947000000","1916000000","1899000000","2001000000","2213000000","3204000000","4183000000","4716000000","5589000000","6118000000","6546000000","7446000000","7319000000","7520000000","","","",
"Pakistan","PAK","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","397000000","397000000","","","",
"Panama","PAN","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","2000000","2000000","2000000","8000000","10000000","10000000","13000000","15000000","19000000","22000000","77000000","85000000","75000000","77000000","52000000","56000000","52000000","68000000","47000000","56000000","40000000","46000000","42000000","28000000","15000000","18000000","21000000","23000000","29000000","24000000","23000000","18000000","21000000","24000000","23000000","24000000","19000000","16000000","23000000","22000000","23000000","26000000","35000000","148000000","","","",
"Peru","PER","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","227000000","227000000","230000000","266000000","266000000","245000000","242000000","215000000","163000000","85000000","76000000","151000000","145000000","142000000","169000000","154000000","136000000","136000000","145000000","136000000","133000000","133000000","109000000","119000000","142000000","137000000","155000000","127000000","140000000","159000000","164000000","187000000","197000000","154000000","349000000","349000000","418000000","461000000","461000000","674000000","676000000","689000000","1026000000","1563000000","","","",
"Philippines","PHL","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","3000000","638000000","2077000000","3114000000","3884000000","4930000000","5359000000","5919000000","5572000000","4906000000","5221000000","5709000000","5897000000","5758000000","5700000000","5667000000","6320000000","6135000000","6534000000","7237000000","8914000000","10594000000","11626000000","10442000000","10242000000","9822000000","10282000000","9921000000","10519000000","10274000000","10785000000","10389000000","10012000000","10125000000","10490000000","9854000000","10640000000","","","",
"Palau","PLW","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Poland","POL","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","10000000","11000000","18000000","14000000","16000000","26000000","38000000","44000000","47000000","84000000","59000000","101000000","185000000","223000000","235000000","211000000","183000000","265000000","262000000","240000000","248000000","269000000","269000000","362000000","345000000","397000000","368000000","193000000","94000000","103000000","55000000","83000000","111000000","61000000","51000000","68000000","133000000","171000000","224000000","197000000","226000000","458000000","488000000","579000000","1125000000","1646000000","2249000000","3078000000","4456000000","6303000000","7968000000","10806000000","14842000000","14628000000","17660000000","20845000000","","",
"Pre-demographic dividend","PRE","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","138000000","142000000","146000000","151000000","155000000","160000000","165000000","170000000","175000000","180000000","186000000","194000000","199000000","205000000","211000000","586000000","584000000","554000000","561000000","571000000","548000000","531000000","537000000","428000000","558000000","562000000","537000000","562000000","556000000","611000000","667000000","580000000","969000000","1312000000","1304000000","1960000000","1401000000","1556000000","1787000000","1920000000","1982000000","2029000000","2454000000","4496000000","","","",
"Puerto Rico","PRI","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Portugal","PRT","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","45000000","54000000","58000000","75000000","20000000","207000000","200000000","192000000","228000000","280000000","186000000","143000000","113000000","200000000","180000000","236000000","230000000","234000000","232000000","258000000","320000000","311000000","353000000","405000000","373000000","548000000","606000000","614000000","653000000","663000000","695000000","815000000","892000000","917000000","985000000","1047000000","1031000000","1127000000","1170000000","1364000000","1545000000","1707000000","1933000000","1980000000","2445000000","3529000000","4720000000","6126000000","7840000000","10007000000","12205000000","12575000000","13748000000","15741000000","15991000000","15448000000","","",
"Paraguay","PRY","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","38000000","35000000","40000000","42000000","34000000","38000000","36000000","20000000","38000000","41000000","46000000","27000000","33000000","37000000","37000000","28000000","30000000","28000000","22000000","19000000","16000000","14000000","28000000","16000000","26000000","32000000","36000000","36000000","36000000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"West Bank and Gaza","PSE","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","2989000000","3373000000","3734000000","4285000000","4540000000","4872000000","5967000000","6170000000","6977000000","7566000000","10389000000","11460000000","12079000000","13848000000","12690000000","14130000000","15447000000","16289000000","16583000000","18421000000","21625000000","23201000000","30229000000","32949000000","36916000000","40678000000","44139000000","46349000000","48691000000","110038000000","135726000000","103123000000","113289000000","118091000000","123559000000","124884000000","128784000000","135262000000","141656000000","152270000000","168017000000","170062000000","195928000000","214638000000","246601000000","276606000000","310042000000","353826000000","404738000000","454876000000","543176000000","636492000000","731291000000","840879000000","923021000000","","","",
"French Polynesia","PYF","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Romania","ROU","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2000000","1000000","0","0","0","11000000","11000000","0","0","0","3000000","3000000","4000000","6000000","4000000","38000000","29000000","19000000","417000000","1587000000","2860000000","5192000000","8322000000","","","",
"Russian Federation","RUS","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65000000","65000000","63000000","60000000","61000000","59000000","57000000","57000000","58000000","60000000","82000000","117000000","179000000","375000000","452000000","458000000","512000000","506000000","494000000","501000000","545000000","562000000","527000000","486000000","743000000","","","",
"Rwanda","RWA","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia","SAS","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2000000","3000000","6000000","6000000","32000000","39000000","88000000","99000000","200000000","530000000","924000000","1039000000","1129000000","2424000000","2975000000","3994000000","5192000000","6876000000","8562000000","11045000000","15374000000","19278000000","23286000000","30557000000","34168000000","42638000000","52338000000","60312000000","67626000000","","","",
"Saudi Arabia","SAU","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1000000","1000000","1000000","","","",
"Sudan","SDN","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Senegal","SEN","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","37000000","38000000","38000000","39000000","39000000","39000000","40000000","40000000","40000000","40000000","40000000","42000000","42000000","42000000","42000000","42000000","43000000","43000000","43000000","44000000","44000000","45000000","45000000","45000000","46000000","47000000","48000000","49000000","50000000","53000000","62000000","70000000","57000000","45000000","55000000","55000000","40000000","43000000","53000000","77000000","80000000","49000000","63000000","66000000","","","",
"Singapore","SGP","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","85000000","85000000","85000000","85000000","85000000","245000000","245000000","245000000","245000000","245000000","245000000","245000000","245000000","245000000","245000000","473000000","473000000","495000000","479000000","478000000","477000000","487000000","525000000","535000000","592000000","611000000","638000000","742000000","821000000","","","",
"Solomon Islands","SLB","Electricity production from renewable sources, excluding hydroelectric (kWh)","EG.ELC.RNWX.KH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
